Country,Variant,date,I,D,R,V,H,ICU,Population,S,Stringency
DEU,Omicron,2022-03-24,228887.4489795918,279.08163265306126,228608.3673469388,124120.2244897959,12461.653061224488,2285.265306122449,83369840.0,83123535.73469387,36.54714285714285
DEU,Omicron,2022-03-25,229802.95918367343,277.42857142857144,229525.5306122449,123626.44897959183,12539.346938775512,2294.8571428571427,83369840.0,83122342.79591836,36.54571428571428
DEU,Omicron,2022-03-26,230178.51020408163,276.04081632653066,229902.4693877551,123123.10204081632,12579.836734693878,2303.7551020408164,83369840.0,83121691.20408164,36.544285714285714
DEU,Omicron,2022-03-27,230713.06122448976,274.6122448979592,230438.44897959183,122604.5306122449,12591.326530612245,2312.489795918368,83369840.0,83120882.04081632,36.54285714285714
DEU,Omicron,2022-03-28,230844.02040816323,273.5714285714286,230570.44897959183,122045.85714285714,12579.42857142857,2319.5714285714284,83369840.0,83120477.51020408,36.541428571428575
DEU,Omicron,2022-03-29,229738.67346938772,270.36734693877554,229468.306122449,121493.83673469388,12558.346938775509,2324.795918367347,83369840.0,83121312.48979592,36.54
DEU,Omicron,2022-03-30,227609.02040816328,265.42857142857144,227343.5918367347,121012.38775510204,12528.61224489796,2329.428571428572,83369840.0,83123176.71428572,36.54
DEU,Omicron,2022-03-31,224489.77551020408,260.7551020408163,224229.02040816328,120654.81632653062,12490.897959183672,2332.8163265306125,83369840.0,83126035.20408164,36.54
DEU,Omicron,2022-04-01,220442.10204081636,256.9795918367347,220185.1224489796,120257.12244897956,12448.734693877554,2335.081632653061,83369840.0,83129825.89795919,36.54
DEU,Omicron,2022-04-02,215341.3673469388,252.57142857142856,215088.79591836737,119813.85714285714,12395.163265306122,2332.9591836734694,83369840.0,83134674.06122448,36.54
DEU,Omicron,2022-04-03,209421.10204081636,247.1020408163265,209174.00000000003,119319.16326530614,12321.224489795915,2326.918367346939,83369840.0,83140347.2244898,33.401428571428575
DEU,Omicron,2022-04-04,203427.40816326533,240.0408163265306,203187.3673469388,118730.91836734697,12220.346938775509,2318.2244897959185,83369840.0,83146100.87755103,30.26142857142857
DEU,Omicron,2022-04-05,197008.8163265306,233.5918367346939,196775.22448979595,118002.38775510204,12085.163265306124,2305.265306122449,83369840.0,83152285.877551,27.12142857142857
DEU,Omicron,2022-04-06,189913.3673469388,228.24489795918365,189685.1224489796,117062.18367346938,11913.30612244898,2287.714285714286,83369840.0,83159153.08163264,23.981428571428573
DEU,Omicron,2022-04-07,182347.1632653061,222.55102040816328,182124.612244898,115897.51020408164,11708.42857142857,2265.5102040816323,83369840.0,83166496.73469388,20.841428571428573
DEU,Omicron,2022-04-08,174575.1224489796,216.34693877551015,174358.77551020408,114770.2448979592,11471.204081632652,2239.0408163265306,83369840.0,83174052.42857143,17.701428571428572
DEU,Omicron,2022-04-09,167269.08163265305,209.51020408163268,167059.57142857142,113707.44897959183,11218.448979591836,2210.326530612245,83369840.0,83181148.95918368,14.561428571428571
DEU,Omicron,2022-04-10,160536.10204081633,203.3877551020408,160332.7142857143,112712.55102040817,10960.591836734697,2179.591836734694,83369840.0,83187678.55102041,14.56
DEU,Omicron,2022-04-11,154196.4081632653,198.4081632653061,153998.0,111859.79591836734,10706.73469387755,2146.204081632653,83369840.0,83193819.83673468,14.56
DEU,Omicron,2022-04-12,148604.61224489796,193.3877551020408,148411.22448979592,111126.32653061223,10467.489795918367,2112.1020408163263,83369840.0,83199218.24489796,14.56
DEU,Omicron,2022-04-13,143727.20408163266,187.6326530612245,143539.57142857145,110394.1224489796,10254.591836734691,2077.326530612245,83369840.0,83203908.02040815,14.56
DEU,Omicron,2022-04-14,139683.81632653062,181.6122448979592,139502.20408163266,109421.22448979592,10066.69387755102,2042.8979591836735,83369840.0,83207769.79591836,14.560000000000002
DEU,Omicron,2022-04-15,136603.85714285713,176.06122448979593,136427.79591836734,107587.1224489796,9907.95918367347,2008.6326530612248,83369840.0,83210673.69387756,14.560000000000002
DEU,Omicron,2022-04-16,132651.4693877551,169.91836734693877,132481.55102040817,104800.48979591836,9752.938775510203,1974.1020408163265,83369840.0,83214456.1632653,14.56
DEU,Omicron,2022-04-17,128552.67346938777,163.67346938775512,128389.0,101042.7551020408,9595.551020408164,1939.571428571429,83369840.0,83218391.28571428,14.56
DEU,Omicron,2022-04-18,124357.79591836734,157.40816326530611,124200.38775510204,96145.26530612248,9428.122448979591,1905.734693877551,83369840.0,83222428.75510204,14.56
DEU,Omicron,2022-04-19,118356.97959183672,148.6122448979592,118208.3673469388,90132.28571428572,9219.979591836734,1874.65306122449,83369840.0,83228280.95918368,14.56
DEU,Omicron,2022-04-20,112456.81632653062,141.3877551020408,112315.42857142857,83220.9387755102,8973.816326530612,1846.4897959183677,83369840.0,83234039.73469388,14.56
DEU,Omicron,2022-04-21,107593.30612244896,135.46938775510205,107457.83673469388,75864.30612244898,8701.73469387755,1819.5102040816328,83369840.0,83238767.7755102,14.56
DEU,Omicron,2022-04-22,103180.79591836737,129.18367346938777,103051.61224489796,69150.10204081633,8401.510204081633,1793.65306122449,83369840.0,83243051.10204081,14.560000000000002
DEU,Omicron,2022-04-23,101638.16326530612,125.734693877551,101512.42857142857,63266.22448979592,8121.367346938775,1770.142857142857,83369840.0,83244468.0,14.560000000000002
DEU,Omicron,2022-04-24,100640.67346938777,122.57142857142856,100518.10204081632,58272.4693877551,7865.775510204082,1747.2040816326532,83369840.0,83245342.91836736,14.56
DEU,Omicron,2022-04-25,99671.38775510204,118.91836734693878,99552.4693877551,54643.0,7641.65306122449,1724.8775510204084,83369840.0,83246193.28571428,14.56
DEU,Omicron,2022-04-26,102485.2448979592,120.67346938775508,102364.57142857143,52660.95918367348,7521.163265306122,1699.061224489796,83369840.0,83243258.75510204,14.56
DEU,Omicron,2022-04-27,105391.20408163266,120.14285714285714,105271.0612244898,52442.22448979592,7473.142857142857,1669.6938775510205,83369840.0,83240232.65306123,14.56
DEU,Omicron,2022-04-28,106575.28571428572,118.42857142857144,106456.85714285714,53821.81632653061,7470.775510204082,1639.0,83369840.0,83238930.14285715,14.56
DEU,Omicron,2022-04-29,106412.32653061223,116.87755102040816,106295.44897959183,55996.16326530612,7506.448979591836,1607.2244897959183,83369840.0,83238976.2244898,14.56
DEU,Omicron,2022-04-30,104213.85714285714,113.89795918367348,104099.95918367348,58813.469387755096,7530.877551020409,1572.7551020408162,83369840.0,83241060.79591836,14.560000000000002
DEU,Omicron,2022-05-01,101547.73469387754,110.85714285714286,101436.8775510204,62213.55102040816,7540.0,1537.4897959183672,83369840.0,83243616.06122449,14.560000000000002
DEU,Omicron,2022-05-02,98800.85714285714,108.265306122449,98692.59183673467,65686.71428571429,7527.040816326531,1500.8979591836735,83369840.0,83246254.6734694,14.56
DEU,Omicron,2022-05-03,93730.69387755102,102.6122448979592,93628.08163265303,68787.02040816327,7419.040816326531,1465.1836734693877,83369840.0,83251222.2244898,14.56
DEU,Omicron,2022-05-04,88382.71428571429,98.42857142857144,88284.28571428571,71337.0612244898,7252.571428571428,1430.4081632653065,83369840.0,83256471.7755102,14.56
DEU,Omicron,2022-05-05,83809.06122448981,94.6734693877551,83714.38775510203,73177.04081632654,7053.122448979592,1395.8367346938776,83369840.0,83260950.75510204,14.56
DEU,Omicron,2022-05-06,80187.30612244898,91.10204081632654,80096.20408163266,74353.57142857143,6833.591836734694,1360.6326530612243,83369840.0,83264481.40816328,14.56
DEU,Omicron,2022-05-07,77177.71428571429,87.9795918367347,77089.73469387754,74883.51020408164,6615.346938775509,1325.2244897959183,83369840.0,83267403.02040815,14.56
DEU,Omicron,2022-05-08,74440.83673469388,84.9387755102041,74355.89795918368,74792.81632653062,6400.897959183673,1289.6734693877552,83369840.0,83270054.95918368,14.560000000000002
DEU,Omicron,2022-05-09,71880.22448979592,82.12244897959184,71798.10204081633,74274.79591836735,6194.102040816326,1254.6326530612243,83369840.0,83272533.4489796,14.560000000000002
DEU,Omicron,2022-05-10,69929.38775510204,79.14285714285714,69850.24489795919,73571.97959183673,6028.244897959184,1220.142857142857,83369840.0,83274405.14285715,14.56
DEU,Omicron,2022-05-11,68407.26530612246,76.26530612244899,68331.0,72410.38775510204,5888.857142857143,1187.1632653061224,83369840.0,83275851.0,14.56
DEU,Omicron,2022-05-12,67152.26530612246,73.53061224489795,67078.73469387754,70885.02040816327,5766.265306122449,1155.326530612245,83369840.0,83277032.46938775,14.56
DEU,Omicron,2022-05-13,65876.04081632654,71.18367346938776,65804.85714285714,69154.18367346938,5653.30612244898,1126.061224489796,83369840.0,83278237.51020409,14.56
DEU,Omicron,2022-05-14,64617.97959183674,68.91836734693878,64549.0612244898,67243.8163265306,5547.204081632653,1099.469387755102,83369840.0,83279426.65306123,14.56
DEU,Omicron,2022-05-15,63363.18367346939,66.79591836734694,63296.38775510205,65147.24489795918,5446.775510204082,1074.265306122449,83369840.0,83280614.65306123,14.56
DEU,Omicron,2022-05-16,62083.83673469388,64.28571428571429,62019.551020408166,62859.612244897966,5352.367346938775,1050.6326530612243,83369840.0,83281829.71428572,14.560000000000002
DEU,Omicron,2022-05-17,60453.71428571428,62.57142857142857,60391.142857142855,60321.97959183673,5252.183673469388,1028.938775510204,83369840.0,83283397.26530613,14.560000000000002
DEU,Omicron,2022-05-18,58516.73469387755,60.61224489795918,58456.12244897959,57950.79591836735,5145.3877551020405,1008.0816326530612,83369840.0,83285273.63265307,14.56
DEU,Omicron,2022-05-19,56361.67346938775,59.12244897959183,56302.551020408166,55777.24489795919,5032.7959183673465,988.1836734693876,83369840.0,83287369.57142857,14.56
DEU,Omicron,2022-05-20,54095.83673469388,57.3469387755102,54038.489795918365,53810.71428571428,4914.2448979591845,967.8979591836734,83369840.0,83289578.06122449,14.56
DEU,Omicron,2022-05-21,51691.51020408164,55.142857142857146,51636.36734693877,52055.69387755102,4788.3877551020405,947.530612244898,83369840.0,83291927.24489796,14.56
DEU,Omicron,2022-05-22,49298.61224489795,53.02040816326531,49245.59183673469,50511.59183673469,4656.244897959184,928.5510204081633,83369840.0,83294267.122449,14.56
DEU,Omicron,2022-05-23,46926.204081632655,51.24489795918368,46874.95918367347,49179.755102040814,4517.122448979591,909.469387755102,83369840.0,83296588.28571428,14.56
DEU,Omicron,2022-05-24,44567.183673469386,49.48979591836735,44517.69387755102,48091.32653061225,4376.081632653061,888.6734693877551,83369840.0,83298897.81632653,14.560000000000002
DEU,Omicron,2022-05-25,42317.36734693877,47.93877551020408,42269.42857142857,47123.02040816326,4234.142857142857,866.6938775510205,83369840.0,83301099.69387756,14.560000000000002
DEU,Omicron,2022-05-26,40169.10204081632,45.93877551020409,40123.16326530612,46072.551020408166,4090.0408163265306,843.7959183673471,83369840.0,83303202.02040815,14.56
DEU,Omicron,2022-05-27,37712.34693877551,43.57142857142858,37668.77551020408,44814.89795918368,3940.163265306123,821.6734693877552,83369840.0,83305615.20408164,14.56
DEU,Omicron,2022-05-28,35453.06122448979,41.59183673469388,35411.4693877551,43327.26530612245,3789.367346938776,799.7551020408163,83369840.0,83307832.89795919,14.56
DEU,Omicron,2022-05-29,33257.89795918367,39.36734693877551,33218.5306122449,41609.551020408166,3635.795918367347,776.6734693877551,83369840.0,83309988.69387755,14.56
DEU,Omicron,2022-05-30,31107.877551020407,36.97959183673469,31070.89795918368,39648.387755102034,3479.0816326530617,754.3469387755102,83369840.0,83312101.73469388,14.56
DEU,Omicron,2022-05-31,29333.734693877548,34.18367346938776,29299.55102040817,37400.97959183673,3322.7959183673474,734.9591836734695,83369840.0,83313841.69387756,14.56
DEU,Omicron,2022-06-01,28096.42857142857,31.69387755102041,28064.73469387755,34834.163265306124,3171.8979591836737,718.3877551020408,83369840.0,83315047.30612245,14.560000000000002
DEU,Omicron,2022-06-02,27429.42857142857,29.795918367346932,27399.632653061224,32496.693877551017,3032.0816326530617,704.2040816326531,83369840.0,83315684.51020408,14.560000000000002
DEU,Omicron,2022-06-03,28190.693877551024,29.285714285714285,28161.408163265303,30641.10204081633,2924.877551020408,691.1224489795919,83369840.0,83314893.95918368,14.56
DEU,Omicron,2022-06-04,29241.367346938776,29.061224489795915,29212.306122448976,29290.83673469388,2846.775510204082,679.6938775510205,83369840.0,83313814.2244898,14.56
DEU,Omicron,2022-06-05,30400.979591836734,29.04081632653061,30371.938775510203,28446.95918367347,2801.510204081633,670.6938775510205,83369840.0,83312625.57142857,14.56
DEU,Omicron,2022-06-06,31584.28571428572,29.24489795918367,31555.04081632653,28058.306122448983,2789.775510204082,663.3673469387755,83369840.0,83311413.02040817,14.56
DEU,Omicron,2022-06-07,32004.775510204083,29.12244897959184,31975.653061224493,28145.73469387755,2798.3673469387754,656.0204081632653,83369840.0,83310963.40816328,14.56
DEU,Omicron,2022-06-08,32729.44897959184,29.673469387755095,32699.775510204083,28732.34693877551,2834.489795918368,648.6530612244898,83369840.0,83310209.06122449,14.56
DEU,Omicron,2022-06-09,34017.71428571428,30.653061224489797,33987.0612244898,29274.979591836734,2899.1020408163267,641.8367346938776,83369840.0,83308890.14285715,14.560000000000002
DEU,Omicron,2022-06-10,35200.36734693877,31.346938775510207,35169.02040816327,29529.897959183672,2972.6938775510203,636.1224489795919,83369840.0,83307676.14285715,14.560000000000002
DEU,Omicron,2022-06-11,36771.4081632653,32.55102040816327,36738.857142857145,29491.08163265306,3057.612244897959,631.265306122449,83369840.0,83306072.5510204,14.56
DEU,Omicron,2022-06-12,38440.5306122449,33.95918367346939,38406.57142857143,29163.755102040817,3150.612244897959,627.4489795918367,83369840.0,83304369.46938775,14.56
DEU,Omicron,2022-06-13,40201.61224489795,35.244897959183675,40166.36734693877,28734.75510204082,3252.061224489796,624.7551020408164,83369840.0,83302573.14285715,14.56
DEU,Omicron,2022-06-14,44313.95918367348,39.12244897959183,44274.83673469388,28287.000000000004,3403.1836734693875,624.3265306122448,83369840.0,83298421.6734694,14.56
DEU,Omicron,2022-06-15,48477.73469387756,42.3469387755102,48435.387755102034,27846.102040816328,3575.0,625.9183673469388,83369840.0,83294215.5510204,14.56
DEU,Omicron,2022-06-16,51879.12244897959,45.3469387755102,51833.77551020408,27526.85714285714,3755.061224489796,629.3877551020408,83369840.0,83290768.81632653,14.56
DEU,Omicron,2022-06-17,53995.81632653061,47.836734693877546,53947.97959183674,27410.85714285714,3934.183673469388,634.4693877551019,83369840.0,83288604.28571428,14.560000000000002
DEU,Omicron,2022-06-18,55834.40816326531,50.14285714285713,55784.26530612245,27487.469387755107,4114.367346938776,641.3265306122448,83369840.0,83286715.55102041,14.560000000000002
